@relation data_sosial_lulus
@attribute JK{L,P}
@attribute JUR{AKU,EKO,HUK,KOM}
@attribute GAJI_ORTU{G1,G2,G3,G4,G5,G6,G7}
@attribute PDK_IBU{LL,SD,SMP,SMTA,SRJN}
@attribute PEK_IBU{BPN,GRD,LL,PDG,PNS,PS,PSN}
@attribute PEK_AYAH{BPN,GRD,LL,PDG,PNS,PS,PSN}
@attribute SKS_S1{SKS1_B,SKS1_C,SKS1_K,SKS1_SB}
@attribute SKS_S2{SKS2_B,SKS2_C,SKS2_K,SKS2_SB}
@attribute IP_S1{IPS1_CUM,IPS1_KM,IPS1_M,IPS1_SM}
@attribute IP_S2{IPS2_CUM,IPS2_KM,IPS2_M,IPS2_SM}
@attribute STATUS_LULUS{LC,LLW_1,LLW_2,LTW}
@data
"P","HUK","G5","SMTA","PDG","PDG","SKS1_SB","SKS2_SB","IPS1_SM","IPS2_SM","LLW_1"
"L","HUK","G3","SMTA","LL","PS","SKS1_B","SKS2_K","IPS1_KM","IPS2_KM","LLW_2"
"P","HUK","G4","SMP","PDG","GRD","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"L","HUK","G4","SMTA","PS","PS","SKS1_B","SKS2_B","IPS1_M","IPS2_M","LTW"
"P","HUK","G3","SRJN","PDG","GRD","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"L","HUK","G5","SRJN","GRD","PNS","SKS1_B","SKS2_B","IPS1_KM","IPS2_M","LLW_1"
"L","HUK","G4","SRJN","GRD","PNS","SKS1_B","SKS2_B","IPS1_KM","IPS2_KM","LLW_1"
"L","HUK","G5","SRJN","GRD","PS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_M","LTW"
"P","HUK","G3","SRJN","GRD","PNS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"L","HUK","G3","SMTA","PDG","GRD","SKS1_B","SKS2_B","IPS1_KM","IPS2_M","LTW"
"L","HUK","G5","SRJN","PNS","PS","SKS1_SB","SKS2_B","IPS1_KM","IPS2_M","LTW"
"P","HUK","G3","SMTA","LL","LL","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"P","HUK","G3","SRJN","LL","PSN","SKS1_B","SKS2_B","IPS1_SM","IPS2_KM","LLW_1"
"L","HUK","G3","SRJN","LL","PNS","SKS1_B","SKS2_B","IPS1_KM","IPS2_M","LLW_1"
"L","HUK","G6","SRJN","PDG","PS","SKS1_B","SKS2_B","IPS1_KM","IPS2_M","LLW_1"
"P","HUK","G5","SRJN","PNS","PNS","SKS1_B","SKS2_B","IPS1_SM","IPS2_KM","LLW_2"
"P","HUK","G2","SMP","LL","PSN","SKS1_SB","SKS2_SB","IPS1_CUM","IPS2_SM","LLW_1"
"L","HUK","G3","SRJN","PSN","PSN","SKS1_B","SKS2_SB","IPS1_KM","IPS2_KM","LLW_1"
"P","HUK","G4","SMTA","PDG","PS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"P","HUK","G4","SMTA","LL","PSN","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"L","HUK","G4","LL","LL","PDG","SKS1_B","SKS2_B","IPS1_KM","IPS2_KM","LLW_1"
"L","HUK","G3","SD","PDG","PNS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"L","HUK","G4","SRJN","GRD","LL","SKS1_B","SKS2_B","IPS1_KM","IPS2_KM","LLW_1"
"L","HUK","G3","LL","PDG","BPN","SKS1_B","SKS2_SB","IPS1_SM","IPS2_M","LLW_1"
"P","HUK","G3","SRJN","GRD","BPN","SKS1_B","SKS2_SB","IPS1_M","IPS2_SM","LTW"
"L","HUK","G4","SRJN","GRD","GRD","SKS1_B","SKS2_SB","IPS1_SM","IPS2_M","LTW"
"P","HUK","G4","SMTA","LL","LL","SKS1_B","SKS2_B","IPS1_SM","IPS2_SM","LLW_1"
"P","HUK","G4","SMTA","LL","PNS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"P","HUK","G4","SRJN","GRD","PSN","SKS1_B","SKS2_B","IPS1_M","IPS2_KM","LLW_2"
"L","HUK","G5","SRJN","PDG","PDG","SKS1_B","SKS2_B","IPS1_KM","IPS2_KM","LLW_2"
"L","HUK","G3","SRJN","GRD","PNS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"P","HUK","G2","SMTA","LL","PDG","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"P","HUK","G4","SMTA","PDG","PNS","SKS1_B","SKS2_B","IPS1_KM","IPS2_M","LLW_1"
"P","HUK","G2","SMTA","PDG","PDG","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"P","HUK","G2","SMTA","LL","PDG","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"L","HUK","G6","SRJN","LL","PNS","SKS1_B","SKS2_SB","IPS1_M","IPS2_M","LLW_1"
"P","HUK","G4","SRJN","GRD","PDG","SKS1_B","SKS2_SB","IPS1_M","IPS2_SM","LTW"
"P","HUK","G7","SRJN","LL","PNS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LLW_1"
"P","HUK","G4","SMTA","GRD","GRD","SKS1_B","SKS2_B","IPS1_KM","IPS2_KM","LTW"
"L","HUK","G4","SRJN","PNS","PNS","SKS1_B","SKS2_SB","IPS1_KM","IPS2_KM","LLW_1"
"P","HUK","G6","SRJN","PNS","GRD","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"P","HUK","G4","SRJN","PSN","PSN","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LLW_1"
"P","HUK","G3","SMTA","LL","PDG","SKS1_SB","SKS2_SB","IPS1_M","IPS2_SM","LTW"
"P","HUK","G4","SRJN","GRD","GRD","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LLW_1"
"P","HUK","G5","SRJN","GRD","PS","SKS1_B","SKS2_B","IPS1_M","IPS2_M","LTW"
"L","HUK","G3","SMTA","PS","PDG","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"P","HUK","G2","SMP","LL","PDG","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"L","HUK","G6","SRJN","PNS","PNS","SKS1_SB","SKS2_B","IPS1_KM","IPS2_KM","LLW_1"
"P","HUK","G2","SRJN","PS","LL","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"P","HUK","G4","SMTA","LL","PS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"P","HUK","G3","SRJN","PNS","PNS","SKS1_B","SKS2_B","IPS1_SM","IPS2_SM","LTW"
"L","HUK","G4","SMTA","PDG","GRD","SKS1_B","SKS2_SB","IPS1_M","IPS2_M","LTW"
"P","HUK","G2","SMTA","LL","PS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LLW_1"
"L","HUK","G3","SMP","PDG","PDG","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LLW_1"
"L","HUK","G4","SRJN","GRD","PSN","SKS1_B","SKS2_B","IPS1_M","IPS2_SM","LLW_1"
"L","HUK","G3","SMTA","LL","PNS","SKS1_SB","SKS2_B","IPS1_M","IPS2_KM","LTW"
"L","HUK","G2","SRJN","LL","GRD","SKS1_SB","SKS2_SB","IPS1_SM","IPS2_SM","LLW_1"
"L","HUK","G7","SMTA","PDG","PDG","SKS1_B","SKS2_B","IPS1_KM","IPS2_KM","LLW_1"
"P","HUK","G3","SRJN","GRD","PSN","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"L","HUK","G5","SRJN","PDG","GRD","SKS1_B","SKS2_B","IPS1_KM","IPS2_M","LLW_1"
"P","HUK","G5","SRJN","GRD","LL","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"P","HUK","G5","SMTA","PDG","PDG","SKS1_B","SKS2_SB","IPS1_M","IPS2_SM","LLW_1"
"P","HUK","G4","SRJN","LL","PNS","SKS1_B","SKS2_B","IPS1_KM","IPS2_KM","LLW_1"
"P","HUK","G4","SRJN","LL","PNS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_M","LTW"
"P","HUK","G6","SMTA","PDG","PDG","SKS1_B","SKS2_SB","IPS1_M","IPS2_M","LLW_1"
"P","HUK","G3","SRJN","PDG","PDG","SKS1_SB","SKS2_SB","IPS1_CUM","IPS2_CUM","LTW"
"P","HUK","G3","SRJN","LL","PNS","SKS1_B","SKS2_SB","IPS1_M","IPS2_M","LTW"
"P","HUK","G4","SMTA","LL","PNS","SKS1_SB","SKS2_SB","IPS1_CUM","IPS2_SM","LTW"
"P","HUK","G4","SRJN","GRD","PSN","SKS1_B","SKS2_SB","IPS1_SM","IPS2_CUM","LTW"
"P","HUK","G3","SMTA","PDG","PSN","SKS1_B","SKS2_SB","IPS1_M","IPS2_CUM","LTW"
"P","HUK","G2","SRJN","PDG","PS","SKS1_B","SKS2_B","IPS1_M","IPS2_KM","LTW"
"P","HUK","G5","SRJN","PNS","PNS","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
"P","HUK","G3","SMTA","LL","PDG","SKS1_B","SKS2_SB","IPS1_SM","IPS2_SM","LTW"
